current_node_accs	current_node_id	current_node_param_string	is_gt	parent_accs	parent_node_id	parent_node_param_string
[0.6066666791836421, 0.6066666791836421, 0.6066666791836421, 0.6066666791836421, 0.6066666791836421, 0.6066666791836421, 0.6044444570938746, 0.6066666791836421, 0.6066666791836421, 0.6066666791836421]	48	act1=sigmoid,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6155555655558904, 0.6155555655558904, 0.6155555655558904, 0.6155555655558904, 0.6155555655558904, 0.6155555655558904, 0.6155555655558904, 0.6155555655558904, 0.6155555655558904, 0.6155555655558904]	49	act1=exponential,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6377777944008509, 0.6377777944008509, 0.6377777944008509, 0.6377777944008509, 0.6377777944008509, 0.6377777944008509, 0.6377777944008509, 0.6377777944008509, 0.6377777944008509, 0.6377777944008509]	50	act1=softmax,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816]	51	act1=relu,act2=relu,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816]	53	act1=relu,act2=softmax,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.580000015348196, 0.580000015348196, 0.5822222374379635, 0.580000015348196, 0.580000015348196, 0.580000015348196, 0.580000015348196, 0.580000015348196, 0.580000015348196, 0.580000015348196]	54	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adamax,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6555555701255799, 0.6555555701255799, 0.6555555701255799, 0.6555555701255799, 0.6555555701255799, 0.6555555701255799, 0.6555555701255799, 0.6555555701255799, 0.6555555701255799, 0.6555555701255799]	55	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=nadam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816]	57	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.01,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	59	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=400,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	60	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=100,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.5777777910232544, 0.5800000101327896, 0.5800000101327896, 0.5800000101327896, 0.5800000101327896, 0.5800000101327896, 0.5800000101327896, 0.5800000101327896, 0.5800000101327896, 0.5800000101327896]	61	act1=relu,act2=sigmoid,batch_size=16,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6777777969837189, 0.6777777969837189, 0.6777777969837189, 0.6777777969837189, 0.6777777969837189, 0.6777777969837189, 0.6777777969837189, 0.6777777969837189, 0.6777777969837189, 0.6777777969837189]	47	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=2	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.6733333478371303, 0.6733333478371303, 0.6733333478371303, 0.6733333478371303, 0.6733333478371303, 0.6733333478371303, 0.6733333478371303, 0.6733333478371303, 0.6733333478371303, 0.6733333478371303]	45	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4	True	[0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058, 0.6711111297210058]	24	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.5733333364129065, 0.5733333364129065, 0.5733333364129065, 0.5733333364129065, 0.5733333364129065, 0.5733333364129065, 0.5733333364129065, 0.5733333364129065, 0.5733333364129065, 0.5733333364129065]	84	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_hinge,lr=0.001,optimizer=adam,unit1=4	True	[0.4266666700442632, 0.4266666700442632, 0.4200000032782555, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632]	6	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.48000000417232513, 0.48000000417232513, 0.48000000417232513, 0.48000000417232513, 0.48000000417232513, 0.48000000417232513, 0.48000000417232513, 0.48000000417232513, 0.48000000417232513, 0.48000000417232513]	92	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.01,optimizer=adam,unit1=4	False	[0.4266666700442632, 0.4266666700442632, 0.4200000032782555, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632]	6	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.44666666984558107, 0.44666666984558107, 0.44666666984558107, 0.44666666984558107, 0.44666666984558107, 0.44666666984558107, 0.44666666984558107, 0.44666666984558107, 0.44666666984558107, 0.44666666984558107]	89	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.001,optimizer=adamax,unit1=4	False	[0.4266666700442632, 0.4266666700442632, 0.4200000032782555, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632]	6	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.4400000025828679, 0.4400000025828679, 0.4333333363135655, 0.4400000025828679, 0.4400000025828679, 0.4400000025828679, 0.4400000025828679, 0.4400000025828679, 0.4400000025828679, 0.4333333358168602]	93	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.0001,optimizer=adam,unit1=4	False	[0.4266666700442632, 0.4266666700442632, 0.4200000032782555, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632]	6	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632]	69	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=random_normal,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit1=4	False	[0.4266666700442632, 0.4266666700442632, 0.4200000032782555, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632, 0.4266666700442632]	6	act1=relu,act2=sigmoid,batch_size=5,bi1=random_normal,epochs=200,ki1=normal,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit1=4
[0.5733333364129066, 0.5733333364129066, 0.5733333364129066, 0.5733333364129066, 0.5733333364129066, 0.5733333364129066, 0.5733333364129066, 0.5733333364129066, 0.5733333364129066, 0.5733333364129066]	107	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=categorical_hinge,lr=0.001,optimizer=adam,unit1=8	True	[0.4066666717330614, 0.4066666717330614, 0.4066666717330614, 0.4066666717330614, 0.4066666717330614, 0.4066666717330614, 0.4066666717330614, 0.4066666717330614, 0.4066666717330614, 0.4066666717330614]	21	act1=relu,act2=sigmoid,batch_size=5,bi1=zeros,epochs=200,ki1=normal,loss=categorical_hinge,lr=0.001,optimizer=adam,unit1=4
